vid,pid,dev_name,man_name
04bb,0204,"DVD Multi-plus unit iU-CD2","I-O Data Device, Inc."
04bb,0206,"DVD Multi-plus unit DVR-UEH8","I-O Data Device, Inc."
04bb,0301,"Storage Device","I-O Data Device, Inc."
04bb,0314,"USB-SSMRW SD-card","I-O Data Device, Inc."
04bb,0319,"USB2-IDE/ATAPI Bridge Adapter","I-O Data Device, Inc."
04bb,031a,"USB2-IDE/ATAPI Bridge Adapter","I-O Data Device, Inc."
04bb,031b,"USB2-IDE/ATAPI Bridge Adapter","I-O Data Device, Inc."
04bb,031e,"USB-SDRW SD-card","I-O Data Device, Inc."
04bb,0502,"Nogatech Live! (BT)","I-O Data Device, Inc."
04bb,0528,"GV-USB Video Capture","I-O Data Device, Inc."
04bb,0901,"USB ETT","I-O Data Device, Inc."
04bb,0904,"ET/TX Ethernet [pegasus]","I-O Data Device, Inc."
04bb,0913,"ET/TX-S Ethernet [pegasus2]","I-O Data Device, Inc."
04bb,0919,"USB WN-B11","I-O Data Device, Inc."
04bb,0922,"IOData AirPort WN-B11/USBS 802.11b","I-O Data Device, Inc."
04bb,0930,"ETG-US2","I-O Data Device, Inc."
04bb,0937,"WN-WAG/USL Wireless LAN Adapter","I-O Data Device, Inc."
04bb,0938,"WN-G54/USL Wireless LAN Adapter","I-O Data Device, Inc."
04bb,093b,"WN-GDN/USB","I-O Data Device, Inc."
04bb,093f,"WNGDNUS2 802.11n","I-O Data Device, Inc."
04bb,0944,"WHG-AGDN/US Wireless LAN Adapter","I-O Data Device, Inc."
04bb,0945,"WN-GDN/US3 Wireless LAN Adapter","I-O Data Device, Inc."
04bb,0947,"WN-G150U Wireless LAN Adapter","I-O Data Device, Inc."
04bb,0948,"WN-G300U Wireless LAN Adapter","I-O Data Device, Inc."
04bb,0a03,"Serial USB-RSAQ1","I-O Data Device, Inc."
04bb,0a07,"USB2-iCN Adapter","I-O Data Device, Inc."
04bb,0a08,"USB2-iCN Adapter","I-O Data Device, Inc."
04bb,0c01,"FM-10 Pro Disk","I-O Data Device, Inc."
04bf,0100,"MediaReader CF","TDK Corp."
04bf,0115,"USB-PDC Adapter UPA9664","TDK Corp."
04bf,0116,"USB-cdmaOne Adapter UCA1464","TDK Corp."
04bf,0117,"USB-PHS Adapter UHA6400","TDK Corp."
04bf,0118,"USB-PHS Adapter UPA6400","TDK Corp."
04bf,0135,"MediaReader Dual","TDK Corp."
04bf,0202,"73S1121F Smart Card Reader-","TDK Corp."
04bf,0309,"Bluetooth USB dongle","TDK Corp."
04bf,030a,"IBM Bluetooth Ultraport Module","TDK Corp."
04bf,030b,"Bluetooth Device","TDK Corp."
04bf,030c,"Ultraport Bluetooth Device","TDK Corp."
04bf,0310,"Integrated Bluetooth","TDK Corp."
04bf,0311,"Integrated Bluetooth Device","TDK Corp."
04bf,0317,"Bluetooth UltraPort Module from IBM","TDK Corp."
04bf,0318,"IBM Integrated Bluetooth","TDK Corp."
04bf,0319,"Bluetooth Adapter","TDK Corp."
04bf,0320,"Bluetooth Adapter","TDK Corp."
04bf,0321,"Bluetooth Device","TDK Corp."
04bf,0a28,"INDI AV-IN Device","TDK Corp."
04c1,0020,"56K Voice Pro","U.S. Robotics (3Com)"
04c1,0022,"56K Voice Pro","U.S. Robotics (3Com)"
04c1,007e,"ISDN TA","U.S. Robotics (3Com)"
04c1,0082,"OfficeConnect Analog Modem","U.S. Robotics (3Com)"
04c1,008f,"Pro ISDN TA","U.S. Robotics (3Com)"
04c1,0097,"OfficeConnect Analog","U.S. Robotics (3Com)"
04c1,009d,"HomeConnect Webcam [vicam]","U.S. Robotics (3Com)"
04c1,00a9,"ISDN Pro TA-U","U.S. Robotics (3Com)"
04c1,00b9,"HomeConnect IDSL Modem","U.S. Robotics (3Com)"
04c1,3021,"56k Voice FaxModem Pro","U.S. Robotics (3Com)"
04c3,1102,"Mouse","Maxi Switch, Inc."
04c3,2102,"Mouse","Maxi Switch, Inc."
04c5,1029,"fi-4010c Scanner","Fujitsu, Ltd"
04c5,1033,"fi-4110CU","Fujitsu, Ltd"
04c5,1041,"fi-4120c Scanner","Fujitsu, Ltd"
04c5,1042,"fi-4220c Scanner","Fujitsu, Ltd"
04c5,105b,"AH-F401U Air H device","Fujitsu, Ltd"
04c5,1084,"PalmSecure Sensor V2","Fujitsu, Ltd"
04c5,1096,"fi-5110EOX","Fujitsu, Ltd"
04c5,1097,"fi-5110C","Fujitsu, Ltd"
04c5,10ae,"fi-4120C2","Fujitsu, Ltd"
04c5,10af,"fi-4220C2","Fujitsu, Ltd"
04c5,10c7,"fi-60f scanner","Fujitsu, Ltd"
04c5,10e0,"fi-5120c Scanner","Fujitsu, Ltd"
04c5,10e1,"fi-5220C","Fujitsu, Ltd"
04c5,10e7,"fi-5900C","Fujitsu, Ltd"
04c5,10fe,"S500","Fujitsu, Ltd"
04c5,1104,"KD02906 Line Thermal Printer","Fujitsu, Ltd"
04c5,114f,"fi-6130","Fujitsu, Ltd"
04c5,1150,"fi-6230","Fujitsu, Ltd"
04c5,11f3,"fi-6130Z","Fujitsu, Ltd"
04c5,125a,"PalmSecure Sensor Device - MP","Fujitsu, Ltd"
04c5,132e,"fi-7160","Fujitsu, Ltd"
04c5,159f,"ScanSnap iX1500","Fujitsu, Ltd"
04c5,200f,"Sigma DP2 (Mass Storage)","Fujitsu, Ltd"
04c5,2010,"Sigma DP2 (PictBridge)","Fujitsu, Ltd"
04c5,201d,"SATA 3.0 6Gbit/s Adaptor [GROOVY]","Fujitsu, Ltd"
04c8,0720,"Digital Color Camera","Konica Corp."
04c8,0721,"e-miniD Camera","Konica Corp."
04c8,0722,"e-mini","Konica Corp."
04c8,0723,"KD-200Z Camera","Konica Corp."
04c8,0726,"KD-310Z Camera","Konica Corp."
04c8,0728,"Revio C2 Mass Storage Device","Konica Corp."
04c8,0729,"Revio C2 Digital Camera","Konica Corp."
04c8,072c,"Revio KD20M","Konica Corp."
04c8,072d,"Revio KD410Z","Konica Corp."
04ca,0020,"USB Keyboard","Lite-On Technology Corp."
04ca,004b,"Keyboard","Lite-On Technology Corp."
04ca,004f,"SK-9020 keyboard","Lite-On Technology Corp."
04ca,008a,"Acer Wired Mouse Model SM-9023","Lite-On Technology Corp."
04ca,1766,"HID Monitor Controls","Lite-On Technology Corp."
04ca,2004,"Bluetooth 4.0 [Broadcom BCM20702A0]","Lite-On Technology Corp."
04ca,2006,"Broadcom BCM43142A0 Bluetooth Device","Lite-On Technology Corp."
04ca,2007,"Broadcom BCM43142A0 Bluetooth Device","Lite-On Technology Corp."
04ca,3005,"Atheros Bluetooth","Lite-On Technology Corp."
04ca,300b,"Atheros AR3012 Bluetooth","Lite-On Technology Corp."
04ca,300d,"Atheros AR3012 Bluetooth","Lite-On Technology Corp."
04ca,300f,"Atheros AR3012 Bluetooth","Lite-On Technology Corp."
04ca,3014,"Qualcomm Atheros Bluetooth","Lite-On Technology Corp."
04ca,3015,"Qualcomm Atheros QCA9377 Bluetooth","Lite-On Technology Corp."
04ca,7022,"HP HD Webcam","Lite-On Technology Corp."
04ca,7025,"HP HD Webcam","Lite-On Technology Corp."
04ca,7046,"TOSHIBA Web Camera - HD","Lite-On Technology Corp."
04ca,7054,"HP HD Webcam","Lite-On Technology Corp."
04ca,9304,"Hub","Lite-On Technology Corp."
04ca,f01c,"TT1280DA DVB-T TV Tuner","Lite-On Technology Corp."
04cb,0100,"FinePix 30i/40i/50i, A101/201, 1300/2200, 1400/2400/2600/2800/4500/4700/4800/4900/6800/6900 Zoom","Fuji Photo Film Co., Ltd"
04cb,0103,"FinePix NX-500/NX-700 printer","Fuji Photo Film Co., Ltd"
04cb,0104,"FinePix A101, 2600/2800/4800/6800 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0108,"FinePix F601 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0109,"FinePix F601 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,010a,"FinePix S602 (Pro) Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,010b,"FinePix S602 (Pro) Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,010d,"FinePix S2 pro","Fuji Photo Film Co., Ltd"
04cb,010e,"FinePix F402 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,010f,"FinePix F402 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0110,"FinePix M603 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0111,"FinePix M603 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0112,"FinePix A202, A200 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0113,"FinePix A202, A200 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0114,"FinePix F401 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0115,"FinePix F401 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0116,"FinePix A203 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0117,"FinePix A203 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0118,"FinePix A303 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0119,"FinePix A303 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,011a,"FinePix S304/3800 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,011b,"FinePix S304/3800 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,011c,"FinePix A204/2650 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,011d,"FinePix A204/2650 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0120,"FinePix F700 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0121,"FinePix F700 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0122,"FinePix F410 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0123,"FinePix F410 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0124,"FinePix A310 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0125,"FinePix A310 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0126,"FinePix A210 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0127,"FinePix A210 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0128,"FinePix A205(S) Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0129,"FinePix A205(S) Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,012a,"FinePix F610 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,012b,"FinePix Digital Camera 030513","Fuji Photo Film Co., Ltd"
04cb,012c,"FinePix S7000 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,012d,"FinePix S7000 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,012f,"FinePix Digital Camera 030731","Fuji Photo Film Co., Ltd"
04cb,0130,"FinePix S5000 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0131,"FinePix S5000 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,013b,"FinePix Digital Camera 030722","Fuji Photo Film Co., Ltd"
04cb,013c,"FinePix S3000 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,013d,"FinePix S3000 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,013e,"FinePix F420 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,013f,"FinePix F420 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,0142,"FinePix S7000 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,0148,"FinePix A330 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0149,"FinePix A330 Zoom (UVC)","Fuji Photo Film Co., Ltd"
04cb,014a,"FinePix A330 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,014b,"FinePix A340 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,014c,"FinePix A340 Zoom (UVC)","Fuji Photo Film Co., Ltd"
04cb,0159,"FinePix F710 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0165,"FinePix S3500 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0168,"FinePix E500 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0169,"FinePix E500 Zoom (UVC)","Fuji Photo Film Co., Ltd"
04cb,016b,"FinePix E510 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,016c,"FinePix E510 Zoom (PC CAM)","Fuji Photo Film Co., Ltd"
04cb,016e,"FinePix S5500 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,016f,"FinePix S5500 Zoom (UVC)","Fuji Photo Film Co., Ltd"
04cb,0171,"FinePix E550 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0172,"FinePix E550 Zoom (UVC)","Fuji Photo Film Co., Ltd"
04cb,0177,"FinePix F10 (DSC)","Fuji Photo Film Co., Ltd"
04cb,0179,"Finepix F10 (PTP)","Fuji Photo Film Co., Ltd"
04cb,0186,"FinePix S5200/S5600 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0188,"FinePix S5200/S5600 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,018e,"FinePix S9500 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,018f,"FinePix S9500 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,0192,"FinePix E900 Zoom (DSC)","Fuji Photo Film Co., Ltd"
04cb,0193,"FinePix E900 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,019b,"FinePix F30 (PTP)","Fuji Photo Film Co., Ltd"
04cb,01af,"FinePix A700 (PTP)","Fuji Photo Film Co., Ltd"
04cb,01bf,"FinePix F6000fd/S6500fd Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,01c0,"FinePix F20 (PTP)","Fuji Photo Film Co., Ltd"
04cb,01c1,"FinePix F31fd (PTP)","Fuji Photo Film Co., Ltd"
04cb,01c3,"FinePix S5 Pro","Fuji Photo Film Co., Ltd"
04cb,01c4,"FinePix S5700 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,01c5,"FinePix F40fd (PTP)","Fuji Photo Film Co., Ltd"
04cb,01c6,"FinePix A820 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,01d2,"FinePix A800 Zoom (PTP)","Fuji Photo Film Co., Ltd"
04cb,01d3,"FinePix A920 (PTP)","Fuji Photo Film Co., Ltd"
04cb,01d4,"FinePix F50fd (PTP)","Fuji Photo Film Co., Ltd"
04cb,01d5,"FinePix F47 (PTP)","Fuji Photo Film Co., Ltd"
04cb,01e7,"Fujifilm A850 Digital Camera","Fuji Photo Film Co., Ltd"
04cb,01f7,"FinePix J250 (PTP)","Fuji Photo Film Co., Ltd"
04cb,01fd,"A160","Fuji Photo Film Co., Ltd"
04cb,023e,"FinePix AX300","Fuji Photo Film Co., Ltd"
04cb,0240,"FinePix S2950 Digital Camera","Fuji Photo Film Co., Ltd"
04cb,0241,"FinePix S3200 Digital Camera","Fuji Photo Film Co., Ltd"
04cb,0278,"FinePix JV300","Fuji Photo Film Co., Ltd"
04cb,02c5,"FinePix S9900W Digital Camera (PTP)","Fuji Photo Film Co., Ltd"
04cb,02e0,"X-T200 Digital Camera","Fuji Photo Film Co., Ltd"
04cb,5006,"ASK-300","Fuji Photo Film Co., Ltd"
04cb,5007,"DX100","Fuji Photo Film Co., Ltd"
04cc,1122,"Hub","ST-Ericsson"
04cc,1520,"USB 2.0 Hub (Avocent KVM)","ST-Ericsson"
04cc,1521,"USB 2.0 Hub","ST-Ericsson"
04cc,1a62,"GW Instek GSP-830 Spectrum Analyzer (HID)","ST-Ericsson"
04cc,2323,"Ux500 serial debug port","ST-Ericsson"
04cc,2533,"NFC device (PN533)","ST-Ericsson"
04cc,8116,"Camera","ST-Ericsson"
04ce,0002,"SL11R-IDE IDE Bridge","ScanLogic Corp."
04ce,0100,"USB2PRN Printer Class","ScanLogic Corp."
04ce,0300,"Phantom 336CX - C3 scanner","ScanLogic Corp."
04ce,04ce,"SL11DEMO, VID: 0x4ce, PID: 0x4ce","ScanLogic Corp."
04ce,07d1,"SL11R, VID: 0x4ce, PID: 0x07D1","ScanLogic Corp."
04cf,0022,"OCZ Alchemy Series Elixir II Keyboard","Myson Century, Inc."
04cf,0800,"MTP800 Mass Storage Device","Myson Century, Inc."
04cf,8810,"CS8810 Mass Storage Device","Myson Century, Inc."
04cf,8811,"CS8811 Mass Storage Device","Myson Century, Inc."
04cf,8813,"CS8813 Mass Storage Device","Myson Century, Inc."
04cf,8818,"USB2.0 to ATAPI Bridge Controller","Myson Century, Inc."
04cf,8819,"USB 2.0 SD/MMC Reader","Myson Century, Inc."
04cf,9920,"CS8819A2-114 Mass Storage Device","Myson Century, Inc."
04d2,0070,"ADA70 Speakers","Altec Lansing Technologies"
04d2,0305,"Non-Compliant Audio Device","Altec Lansing Technologies"
04d2,0311,"ADA-310 Speakers","Altec Lansing Technologies"
04d2,2060,"Claritel-i750 - vp","Altec Lansing Technologies"
04d2,ff05,"ADA-305 Speakers","Altec Lansing Technologies"
04d2,ff47,"Lansing HID Audio Controls","Altec Lansing Technologies"
04d2,ff49,"Lansing HID Audio Controls","Altec Lansing Technologies"
04d7,1be4,"Bluetooth Device","Oki Semiconductor"
04d8,0002,"PicoLCD 20x2","Microchip Technology, Inc."
04d8,0003,"PICkit 2 Microcontroller Programmer","Microchip Technology, Inc."
04d8,000a,"CDC RS-232 Emulation Demo","Microchip Technology, Inc."
04d8,000b,"PIC18F2550 (32K Flashable 10 Channel, 10 Bit A/D USB Microcontroller)","Microchip Technology, Inc."
04d8,0032,"PICkit1","Microchip Technology, Inc."
04d8,0033,"PICkit2","Microchip Technology, Inc."
04d8,0036,"PICkit Serial Analyzer","Microchip Technology, Inc."
04d8,00e0,"PIC32 Starter Board","Microchip Technology, Inc."
04d8,04cd,"28Cxxx EEPROM Programmer","Microchip Technology, Inc."
04d8,0a04,"AGP LIN Serial Analyzer","Microchip Technology, Inc."
04d8,8000,"In-Circuit Debugger","Microchip Technology, Inc."
04d8,8001,"ICD2 in-circuit debugger","Microchip Technology, Inc."
04d8,8101,"PIC24F Starter Kit","Microchip Technology, Inc."
04d8,8107,"Microstick II","Microchip Technology, Inc."
04d8,8108,"ChipKit Pro MX7 (PIC32MX)","Microchip Technology, Inc."
04d8,9004,"Microchip REAL ICE","Microchip Technology, Inc."
04d8,9009,"ICD3","Microchip Technology, Inc."
04d8,900a,"PICkit3","Microchip Technology, Inc."
04d8,9012,"PICkit4","Microchip Technology, Inc."
04d8,9015,"ICD 4 In-Circuit Debugger","Microchip Technology, Inc."
04d8,c001,"PicoLCD 20x4","Microchip Technology, Inc."
04d8,e11c,"TL866CS EEPROM Programmer [MiniPRO]","Microchip Technology, Inc."
04d8,ed16,"BeamiRC 2.0 CNC remote controller analoge","Microchip Technology, Inc."
04d8,edb4,"micro PLC (ATSAMD51G19A) [Black Brix ECU II]","Microchip Technology, Inc."
04d8,edb5,"ATMEGA32U4 [Black Brix ECU]","Microchip Technology, Inc."
04d8,f2c4,"Macareux-labs Hygrometry Temperature Sensor","Microchip Technology, Inc."
04d8,f2f7,"Yepkit YKUSH","Microchip Technology, Inc."
04d8,f3aa,"Macareux-labs Usbce Bootloader mode","Microchip Technology, Inc."
04d8,f437,"SBE Tech Ultrasonic Anemometer","Microchip Technology, Inc."
04d8,f4b5,"SmartScope","Microchip Technology, Inc."
04d8,f5fe,"TrueRNG","Microchip Technology, Inc."
04d8,f8da,"Hughski Ltd. ColorHug","Microchip Technology, Inc."
04d8,f8e8,"Harmony 300/350 Remote","Microchip Technology, Inc."
04d8,f91c,"SPROG IIv3","Microchip Technology, Inc."
04d8,faff,"Dangerous Prototypes BusPirate v4 Bootloader mode","Microchip Technology, Inc."
04d8,fb00,"Dangerous Prototypes BusPirate v4","Microchip Technology, Inc."
04d8,fbb2,"GCUSB-nStep stepper motor controller","Microchip Technology, Inc."
04d8,fbba,"DiscFerret Magnetic Disc Analyser (bootloader mode)","Microchip Technology, Inc."
04d8,fbbb,"DiscFerret Magnetic Disc Analyser (active mode)","Microchip Technology, Inc."
04d8,fc1e,"Bachrus Speedometer Interface","Microchip Technology, Inc."
04d8,fc92,"Open Bench Logic Sniffer","Microchip Technology, Inc."
04d8,ffee,"Devantech USB-ISS","Microchip Technology, Inc."
04d8,ffef,"PICoPLC [APStech]","Microchip Technology, Inc."
04d9,0006,"Wired Keyboard (78/79 key) [RPI Wired Keyboard 5]","Holtek Semiconductor, Inc."
04d9,0022,"Portable Keyboard","Holtek Semiconductor, Inc."
04d9,0129,"Keyboard [KBPV8000]","Holtek Semiconductor, Inc."
04d9,0348,"Keyboard","Holtek Semiconductor, Inc."
04d9,0407,"Keyboard [TEX Shinobi]","Holtek Semiconductor, Inc."
04d9,048e,"Optical Mouse","Holtek Semiconductor, Inc."
04d9,0499,"Optical Mouse","Holtek Semiconductor, Inc."
04d9,1135,"Mouse [MGK-15BU/MLK-15BU]","Holtek Semiconductor, Inc."
04d9,1203,"Keyboard","Holtek Semiconductor, Inc."
04d9,1400,"PS/2 keyboard + mouse controller","Holtek Semiconductor, Inc."
04d9,1503,"Keyboard","Holtek Semiconductor, Inc."
04d9,1603,"Keyboard","Holtek Semiconductor, Inc."
04d9,1702,"Keyboard LKS02","Holtek Semiconductor, Inc."
04d9,1818,"Keyboard [Diatec Filco Majestouch 2]","Holtek Semiconductor, Inc."
04d9,2011,"Keyboard [Diatec Filco Majestouch 1]","Holtek Semiconductor, Inc."
04d9,2013,"Keyboard [Das Keyboard]","Holtek Semiconductor, Inc."
04d9,2206,"Fujitsu Siemens Mouse Esprimo Q","Holtek Semiconductor, Inc."
04d9,2221,"Keyboard","Holtek Semiconductor, Inc."
04d9,2323,"Keyboard","Holtek Semiconductor, Inc."
04d9,2519,"Shenzhen LogoTech 2.4GHz receiver","Holtek Semiconductor, Inc."
04d9,2832,"HT82A832R Audio MCU","Holtek Semiconductor, Inc."
04d9,2834,"HT82A834R Audio MCU","Holtek Semiconductor, Inc."
04d9,4545,"Keyboard [Diatec Majestouch 2 Tenkeyless]","Holtek Semiconductor, Inc."
04d9,a01c,"wireless multimedia keyboard with trackball [Trust ADURA 17911]","Holtek Semiconductor, Inc."
04d9,a050,"Chatman V1","Holtek Semiconductor, Inc."
04d9,a052,"USB-zyTemp","Holtek Semiconductor, Inc."
04d9,a055,"Keyboard","Holtek Semiconductor, Inc."
04d9,a075,"Optical Gaming Mouse","Holtek Semiconductor, Inc."
04d9,a096,"Keyboard","Holtek Semiconductor, Inc."
04d9,a09f,"E-Signal LUOM G10 Mechanical Gaming Mouse","Holtek Semiconductor, Inc."
04d9,a100,"Mouse [HV-MS735]","Holtek Semiconductor, Inc."
04d9,a11b,"Mouse [MX-3200]","Holtek Semiconductor, Inc."
04d9,a153,"Optical Gaming Mouse","Holtek Semiconductor, Inc."
04d9,a29f,"Microarray fingerprint reader","Holtek Semiconductor, Inc."
04d9,b534,"LGT8F328P Microprocessor","Holtek Semiconductor, Inc."
04d9,e002,"MCU","Holtek Semiconductor, Inc."
04d9,fc2a,"Gaming Mouse [Redragon M709]","Holtek Semiconductor, Inc."
04d9,fc30,"Gaming Mouse [Redragon M711]","Holtek Semiconductor, Inc."
04d9,fc38,"Gaming Mouse [Redragon M602-RGB]","Holtek Semiconductor, Inc."
04d9,fc4d,"Gaming Mouse [Redragon M908]","Holtek Semiconductor, Inc."
04d9,fc55,"Venus MMO Gaming Mouse","Holtek Semiconductor, Inc."
04da,0901,"LS-120 Camera","Panasonic (Matsushita)"
04da,0912,"SDR-S10","Panasonic (Matsushita)"
04da,0b01,"CD-R/RW Drive","Panasonic (Matsushita)"
04da,0b03,"SuperDisk 240MB","Panasonic (Matsushita)"
04da,0d01,"CD-R Drive KXL-840AN","Panasonic (Matsushita)"
04da,0d09,"CD-R Drive KXL-RW32AN","Panasonic (Matsushita)"
04da,0d0a,"CD-R Drive KXL-CB20AN","Panasonic (Matsushita)"
04da,0d0d,"CDRCB03","Panasonic (Matsushita)"
04da,0d0e,"DVD-ROM & CD-R/RW","Panasonic (Matsushita)"
04da,0d14,"DVD-RAM MLT08","Panasonic (Matsushita)"
04da,0f07,"KX-MB2030 Multifunction Laser Printer","Panasonic (Matsushita)"
04da,0f40,"Printer","Panasonic (Matsushita)"
04da,104d,"Elite Panaboard UB-T880 (HID)","Panasonic (Matsushita)"
04da,104e,"Elite Panaboard Pen Adaptor (HID)","Panasonic (Matsushita)"
04da,1500,"MFSUSB Driver","Panasonic (Matsushita)"
04da,1800,"DY-WL10 802.11abgn Adapter [Broadcom BCM4323]","Panasonic (Matsushita)"
04da,1b00,"MultiMediaCard","Panasonic (Matsushita)"
04da,2121,"EB-VS6","Panasonic (Matsushita)"
04da,2316,"DVC Mass Storage Device","Panasonic (Matsushita)"
04da,2317,"DVC USB-SERIAL Driver for WinXP","Panasonic (Matsushita)"
04da,2318,"NV-GS11/230/250 (webcam mode)","Panasonic (Matsushita)"
04da,2319,"NV-GS15 (webcam mode)","Panasonic (Matsushita)"
04da,231a,"NV-GS11/230/250 (DV mode)","Panasonic (Matsushita)"
04da,231d,"DVC Web Camera Device","Panasonic (Matsushita)"
04da,231e,"DVC DV Stream Device","Panasonic (Matsushita)"
04da,2372,"Lumix Camera (Storage mode)","Panasonic (Matsushita)"
04da,2374,"Lumix Camera (PTP mode)","Panasonic (Matsushita)"
04da,2451,"HDC-SD9","Panasonic (Matsushita)"
04da,245b,"HC-X920K (3MOS Full HD video camcorder)","Panasonic (Matsushita)"
04da,2477,"SDR-H85 Camcorder (PC mode)","Panasonic (Matsushita)"
04da,2478,"SDR-H85 Camcorder (recorder mode - SD card)","Panasonic (Matsushita)"
04da,2479,"SDR-H85 Camcorder (recorder mode - HDD)","Panasonic (Matsushita)"
04da,2497,"HDC-TM700","Panasonic (Matsushita)"
04da,250c,"Gobi Wireless Modem (QDL mode)","Panasonic (Matsushita)"
04da,250d,"Gobi Wireless Modem","Panasonic (Matsushita)"
04da,3904,"N5HBZ0000055 802.11abgn Wireless Adapter [Atheros AR7010+AR9280]","Panasonic (Matsushita)"
04da,3908,"N5HBZ0000062 802.11abgn Wireless Adapter [Atheros AR9374v1.1]","Panasonic (Matsushita)"
04da,3c04,"JT-P100MR-20 [ePassport Reader]","Panasonic (Matsushita)"
04dd,13a6,"MFC2000","Sharp Corp."
04dd,6006,"AL-1216","Sharp Corp."
04dd,6007,"AL-1045","Sharp Corp."
04dd,6008,"AL-1255","Sharp Corp."
04dd,6009,"AL-1530CS","Sharp Corp."
04dd,600a,"AL-1540CS","Sharp Corp."
04dd,600b,"AL-1456","Sharp Corp."
04dd,600c,"AL-1555","Sharp Corp."
04dd,600d,"AL-1225","Sharp Corp."
04dd,600e,"AL-1551CS","Sharp Corp."
04dd,600f,"AR-122E","Sharp Corp."
04dd,6010,"AR-152E","Sharp Corp."
04dd,6011,"AR-157E","Sharp Corp."
04dd,6012,"SN-1045","Sharp Corp."
04dd,6013,"SN-1255","Sharp Corp."
04dd,6014,"SN-1456","Sharp Corp."
04dd,6015,"SN-1555","Sharp Corp."
04dd,6016,"AR-153E","Sharp Corp."
04dd,6017,"AR-122E N","Sharp Corp."
04dd,6018,"AR-153E N","Sharp Corp."
04dd,6019,"AR-152E N","Sharp Corp."
04dd,601a,"AR-157E N","Sharp Corp."
04dd,601b,"AL-1217","Sharp Corp."
04dd,601c,"AL-1226","Sharp Corp."
04dd,601d,"AR-123E","Sharp Corp."
04dd,6021,"IS01","Sharp Corp."
04dd,7002,"DVC Ver.1.0","Sharp Corp."
